InvoiceNo,StockCode,Description,Quantity,UnitPrice,TotalRevenue,CustomerID,Country,IsCancellation,FormattedDate,Hour,DayOfWeek,is_anomaly,anomaly_score,anomaly_type
536464,22731,3D CHRISTMAS STAMPS STICKERS ,2,1.25,2.5,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.27,Normal
536464,22866,HAND WARMER SCOTTY DOG DESIGN,1,2.1,2.1,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.28,Normal
536464,21584,RETROSPOT SMALL TUBE MATCHES,1,1.65,1.65,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.284,Normal
536464,22557,PLASTERS IN TIN VINTAGE PAISLEY ,1,1.65,1.65,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.284,Normal
536464,22333,RETROSPOT PARTY BAG + STICKER SET,1,1.65,1.65,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.284,Normal
536464,22956,36 FOIL HEART CAKE CASES,1,2.1,2.1,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.28,Normal
536464,22082,RIBBON REEL STRIPES DESIGN ,5,1.65,8.25,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.257,Normal
536464,21328,BALLOONS  WRITING SET ,1,1.65,1.65,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.284,Normal
536464,22742,MAKE YOUR OWN PLAYTIME CARD KIT,1,2.95,2.95,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.292,Normal
536466,22961,JAM MAKING SET PRINTED,12,1.45,17.4,14849,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.279,Normal
536466,22960,JAM MAKING SET WITH JARS,6,4.25,25.5,14849,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.267,Normal
536464,22663,JUMBO BAG DOLLY GIRL DESIGN,1,1.95,1.95,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.28,Normal
536464,22197,SMALL POPCORN HOLDER,6,0.85,5.1,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.27,Normal
536464,22312,OFFICE MUG WARMER POLKADOT,1,2.95,2.95,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.292,Normal
536464,22441,GROW YOUR OWN BASIL IN ENAMEL MUG,1,2.1,2.1,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.28,Normal
536464,21814,HEART T-LIGHT HOLDER ,8,1.45,11.6,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.266,Normal
536464,72818,CHRISTMAS DECOUPAGE CANDLE,1,0.85,0.85,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.291,Normal
536464,22866,HAND WARMER SCOTTY DOG DESIGN,1,2.1,2.1,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.28,Normal
536464,85231B,CINAMMON SET OF 9 T-LIGHTS,2,0.85,1.7,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.273,Normal
536464,85231G,ORANGE SCENTED SET/9 T-LIGHTS,1,0.85,0.85,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.291,Normal
536464,22960,JAM MAKING SET WITH JARS,1,4.25,4.25,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.299,Normal
536464,85099C,JUMBO  BAG BAROQUE BLACK WHITE,1,1.95,1.95,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.28,Normal
536464,48173C,DOORMAT BLACK FLOCK ,1,7.95,7.95,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.332,Normal
536464,21738,COSY SLIPPER SHOES SMALL  RED ,1,2.95,2.95,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.292,Normal
536464,21992,VINTAGE PAISLEY STATIONERY SET,1,2.95,2.95,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.292,Normal
536464,21327,SKULLS WRITING SET ,1,1.65,1.65,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.284,Normal
536464,85095,THREE CANVAS LUGGAGE TAGS,1,1.95,1.95,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.28,Normal
536464,21329,DINOSAURS  WRITING SET ,1,1.65,1.65,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.284,Normal
536464,22500,SET OF 2 TINS JARDIN DE PROVENCE,2,4.95,9.9,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.275,Normal
536464,20866,BLUE ROSE FABRIC MIRROR,1,1.25,1.25,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.283,Normal
536464,22582,PACK OF 6 SWEETIE GIFT BOXES,1,2.55,2.55,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.284,Normal
536464,22809,SET OF 6 T-LIGHTS SANTA,1,2.95,2.95,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.292,Normal
536464,22297,HEART IVORY TRELLIS SMALL,1,1.25,1.25,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.283,Normal
536464,22988,SOLDIERS EGG CUP ,1,1.25,1.25,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.283,Normal
536464,21980,PACK OF 12 RED RETROSPOT TISSUES ,1,0.29,0.29,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.337,Normal
536464,21985,PACK OF 12 HEARTS DESIGN TISSUES ,1,0.29,0.29,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.337,Normal
536464,22744,MAKE YOUR OWN MONSOON CARD KIT,2,2.95,5.9,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.274,Normal
536464,21260,FIRST AID TIN,1,3.25,3.25,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.292,Normal
536464,22737,RIBBON REEL CHRISTMAS PRESENT ,1,1.65,1.65,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.284,Normal
536464,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,1,2.95,2.95,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.292,Normal
536464,84879,ASSORTED COLOUR BIRD ORNAMENT,8,1.69,13.52,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.268,Normal
536464,85099B,JUMBO BAG RED RETROSPOT,1,1.95,1.95,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.28,Normal
536464,22386,JUMBO BAG PINK POLKADOT,1,1.95,1.95,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.28,Normal
536464,90200A,PURPLE SWEETHEART BRACELET,1,4.25,4.25,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.299,Normal
536464,20878,SET/9 CHRISTMAS T-LIGHTS SCENTED ,1,1.25,1.25,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.283,Normal
536464,90200C,BLUE SWEETHEART BRACELET,1,4.25,4.25,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.299,Normal
536464,90059C,DIAMANTE HAIR GRIP PACK/2 MONTANA,1,1.65,1.65,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.284,Normal
536464,90059E,DIAMANTE HAIR GRIP PACK/2 RUBY,3,1.65,4.949999999999999,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.266,Normal
536464,90185C,BLACK DIAMANTE EXPANDABLE RING,2,4.25,8.5,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.267,Normal
536464,90059B,DIAMANTE HAIR GRIP PACK/2 BLACK DIA,2,1.65,3.3,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.27,Normal
536464,90200B,BLACK SWEETHEART BRACELET,2,4.25,8.5,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.267,Normal
536464,22294,HEART FILIGREE DOVE  SMALL,1,1.25,1.25,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.283,Normal
536464,22295,HEART FILIGREE DOVE LARGE,1,1.65,1.65,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.284,Normal
536464,90200D,PINK SWEETHEART BRACELET,3,4.25,12.75,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.261,Normal
536464,22812,PACK 3 BOXES CHRISTMAS PANNETONE,6,1.95,11.7,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.258,Normal
536464,22603,CHRISTMAS RETROSPOT TREE WOOD,2,0.85,1.7,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.273,Normal
536464,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,1,0.85,0.85,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.291,Normal
536464,22573,STAR WOODEN CHRISTMAS DECORATION,1,0.85,0.85,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.291,Normal
536464,22810,SET OF 6 T-LIGHTS SNOWMEN,1,2.95,2.95,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.292,Normal
536464,10125,MINI FUNKY DESIGN TAPES,2,0.85,1.7,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.273,Normal
536464,21814,HEART T-LIGHT HOLDER ,2,1.45,2.9,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.267,Normal
536464,22813,PACK 3 BOXES BIRD PANNETONE ,2,1.95,3.9,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.27,Normal
536464,21816,CHRISTMAS TREE T-LIGHT HOLDER,2,1.45,2.9,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.267,Normal
536464,22945,CHRISTMAS METAL TAGS ASSORTED ,6,0.85,5.1,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.27,Normal
536464,21815,STAR  T-LIGHT HOLDER ,4,1.45,5.8,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.263,Normal
536365,85123A,WHITE HANGING HEART,6,2.55,15.299999999999999,17850,United Kingdom,False,2010-12-01 08:26:00,8,Wednesday,False,0.257,Normal
536365,71053,Unknown Product,2,3.39,6.78,Unregistered,United Kingdom,False,2010-12-01 08:26:00,8,Wednesday,False,0.27,Normal
C536379,D,Discount,-1,27.5,-27.5,14527,United Kingdom,True,2010-12-01 09:41:00,9,Wednesday,True,0.534,Statistical Outlier
536464,22735,RIBBON REEL SOCKS AND MITTENS,2,1.65,3.3,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.27,Normal
536464,21124,SET/10 BLUE POLKADOT PARTY CANDLES,1,1.25,1.25,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.283,Normal
536464,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,1,2.95,2.95,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.292,Normal
536464,21992,VINTAGE PAISLEY STATIONERY SET,1,2.95,2.95,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.292,Normal
536464,16258A,SWIRLY CIRCULAR RUBBERS IN BAG,1,0.42,0.42,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.337,Normal
536464,22619,SET OF 6 SOLDIER SKITTLES,1,3.75,3.75,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.297,Normal
536464,21977,PACK OF 60 PINK PAISLEY CAKE CASES,1,0.55,0.55,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.334,Normal
536464,22197,SMALL POPCORN HOLDER,5,0.85,4.25,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.266,Normal
536464,22952,60 CAKE CASES VINTAGE CHRISTMAS,2,0.55,1.1,17968,United Kingdom,False,2010-12-01 12:23:00,12,Wednesday,False,0.308,Normal
536477,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,1.95,19.5,16210,United Kingdom,False,2010-12-01 12:27:00,12,Wednesday,False,0.271,Normal
536477,22423,REGENCY CAKESTAND 3 TIER,16,10.95,175.2,16210,United Kingdom,False,2010-12-01 12:27:00,12,Wednesday,False,0.442,Normal
536477,22632,HAND WARMER RED RETROSPOT,12,2.1,25.200000000000003,16210,United Kingdom,False,2010-12-01 12:27:00,12,Wednesday,False,0.279,Normal
536477,22633,HAND WARMER UNION JACK,12,2.1,25.200000000000003,16210,United Kingdom,False,2010-12-01 12:27:00,12,Wednesday,False,0.279,Normal
536477,22593,CHRISTMAS GINGHAM STAR,144,0.72,103.67999999999999,16210,United Kingdom,False,2010-12-01 12:27:00,12,Wednesday,True,0.582,Statistical Outlier
536477,22595,CHRISTMAS GINGHAM HEART,144,0.72,103.67999999999999,16210,United Kingdom,False,2010-12-01 12:27:00,12,Wednesday,True,0.582,Statistical Outlier
536477,22571,ROCKING HORSE RED CHRISTMAS ,96,0.72,69.12,16210,United Kingdom,False,2010-12-01 12:27:00,12,Wednesday,True,0.572,Statistical Outlier
536477,20977,36 PENCILS TUBE WOODLAND,16,1.25,20.0,16210,United Kingdom,False,2010-12-01 12:27:00,12,Wednesday,False,0.299,Normal
536477,20979,36 PENCILS TUBE RED RETROSPOT,16,1.25,20.0,16210,United Kingdom,False,2010-12-01 12:27:00,12,Wednesday,False,0.299,Normal
536477,22041,"RECORD FRAME 7"" SINGLE SIZE ",48,2.1,100.80000000000001,16210,United Kingdom,False,2010-12-01 12:27:00,12,Wednesday,True,0.524,Statistical Outlier
536477,21137,BLACK RECORD COVER FRAME,480,3.39,1627.2,16210,United Kingdom,False,2010-12-01 12:27:00,12,Wednesday,True,0.631,Bulk Order Surge
536477,84029E,RED WOOLLY HOTTIE WHITE HEART.,24,3.39,81.36,16210,United Kingdom,False,2010-12-01 12:27:00,12,Wednesday,False,0.352,Normal
536477,21314,SMALL GLASS HEART TRINKET POT,48,1.85,88.80000000000001,16210,United Kingdom,False,2010-12-01 12:27:00,12,Wednesday,True,0.514,Statistical Outlier
536477,22619,SET OF 6 SOLDIER SKITTLES,4,3.75,15.0,16210,United Kingdom,False,2010-12-01 12:27:00,12,Wednesday,False,0.258,Normal
536488,22961,JAM MAKING SET PRINTED,1,1.45,1.45,17897,United Kingdom,False,2010-12-01 12:31:00,12,Wednesday,False,0.284,Normal
536488,21895,POTTING SHED SOW 'N' GROW SET,1,4.25,4.25,17897,United Kingdom,False,2010-12-01 12:31:00,12,Wednesday,False,0.299,Normal
536488,22468,BABUSHKA LIGHTS STRING OF 10,1,6.75,6.75,17897,United Kingdom,False,2010-12-01 12:31:00,12,Wednesday,False,0.331,Normal
536488,21034,REX CASH+CARRY JUMBO SHOPPER,1,0.95,0.95,17897,United Kingdom,False,2010-12-01 12:31:00,12,Wednesday,False,0.287,Normal
536488,22372,AIRLINE BAG VINTAGE WORLD CHAMPION ,1,4.25,4.25,17897,United Kingdom,False,2010-12-01 12:31:00,12,Wednesday,False,0.299,Normal
536488,22867,HAND WARMER BIRD DESIGN,1,2.1,2.1,17897,United Kingdom,False,2010-12-01 12:31:00,12,Wednesday,False,0.28,Normal
536488,22144,CHRISTMAS CRAFT LITTLE FRIENDS,1,2.1,2.1,17897,United Kingdom,False,2010-12-01 12:31:00,12,Wednesday,False,0.28,Normal
536488,70007,HI TEC ALPINE HAND WARMER,3,1.65,4.949999999999999,17897,United Kingdom,False,2010-12-01 12:31:00,12,Wednesday,False,0.266,Normal
536488,21894,POTTING SHED SEED ENVELOPES,3,1.25,3.75,17897,United Kingdom,False,2010-12-01 12:31:00,12,Wednesday,False,0.265,Normal
536488,22940,FELTCRAFT CHRISTMAS FAIRY,1,4.25,4.25,17897,United Kingdom,False,2010-12-01 12:31:00,12,Wednesday,False,0.299,Normal
536488,70007,HI TEC ALPINE HAND WARMER,1,1.65,1.65,17897,United Kingdom,False,2010-12-01 12:31:00,12,Wednesday,False,0.284,Normal
536488,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,3,2.55,7.6499999999999995,17897,United Kingdom,False,2010-12-01 12:31:00,12,Wednesday,False,0.26,Normal
536488,22150,3 STRIPEY MICE FELTCRAFT,1,1.95,1.95,17897,United Kingdom,False,2010-12-01 12:31:00,12,Wednesday,False,0.28,Normal
536488,22149,FELTCRAFT 6 FLOWER FRIENDS,2,2.1,4.2,17897,United Kingdom,False,2010-12-01 12:31:00,12,Wednesday,False,0.271,Normal
536488,22376,AIRLINE BAG VINTAGE JET SET WHITE,1,4.25,4.25,17897,United Kingdom,False,2010-12-01 12:31:00,12,Wednesday,False,0.299,Normal
536488,22144,CHRISTMAS CRAFT LITTLE FRIENDS,2,2.1,4.2,17897,United Kingdom,False,2010-12-01 12:31:00,12,Wednesday,False,0.271,Normal
536488,21367,MIRRORED WALL ART GENTS,1,2.55,2.55,17897,United Kingdom,False,2010-12-01 12:31:00,12,Wednesday,False,0.284,Normal
536488,21190,PINK HEARTS PAPER GARLAND,1,1.65,1.65,17897,United Kingdom,False,2010-12-01 12:31:00,12,Wednesday,False,0.284,Normal
536488,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,1,2.95,2.95,17897,United Kingdom,False,2010-12-01 12:31:00,12,Wednesday,False,0.292,Normal
536488,21370,MIRRORED WALL ART FOXY,2,6.35,12.7,17897,United Kingdom,False,2010-12-01 12:31:00,12,Wednesday,False,0.298,Normal
536488,22738,RIBBON REEL SNOWY VILLAGE,5,1.65,8.25,17897,United Kingdom,False,2010-12-01 12:31:00,12,Wednesday,False,0.257,Normal
536488,21621,VINTAGE UNION JACK BUNTING,1,8.5,8.5,17897,United Kingdom,False,2010-12-01 12:31:00,12,Wednesday,False,0.342,Normal
536488,22960,JAM MAKING SET WITH JARS,8,4.25,34.0,17897,United Kingdom,False,2010-12-01 12:31:00,12,Wednesday,False,0.27,Normal
536488,22082,RIBBON REEL STRIPES DESIGN ,5,1.65,8.25,17897,United Kingdom,False,2010-12-01 12:31:00,12,Wednesday,False,0.257,Normal
536488,84558A,3D DOG PICTURE PLAYING CARDS,1,2.95,2.95,17897,United Kingdom,False,2010-12-01 12:31:00,12,Wednesday,False,0.292,Normal
536488,21592,RETROSPOT CIGAR BOX MATCHES ,1,1.25,1.25,17897,United Kingdom,False,2010-12-01 12:31:00,12,Wednesday,False,0.283,Normal
536488,47563A,RETRO LONGBOARD IRONING BOARD COVER,1,3.75,3.75,17897,United Kingdom,False,2010-12-01 12:31:00,12,Wednesday,False,0.297,Normal
536488,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,1,2.55,2.55,17897,United Kingdom,False,2010-12-01 12:31:00,12,Wednesday,False,0.284,Normal
536488,21577,SAVE THE PLANET COTTON TOTE BAG,1,2.25,2.25,17897,United Kingdom,False,2010-12-01 12:31:00,12,Wednesday,False,0.283,Normal
536488,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,1,0.85,0.85,17897,United Kingdom,False,2010-12-01 12:31:00,12,Wednesday,False,0.291,Normal
536488,22087,PAPER BUNTING WHITE LACE,1,2.95,2.95,17897,United Kingdom,False,2010-12-01 12:31:00,12,Wednesday,False,0.292,Normal
536488,22651,GENTLEMAN SHIRT REPAIR KIT ,2,0.85,1.7,17897,United Kingdom,False,2010-12-01 12:31:00,12,Wednesday,False,0.273,Normal
536488,22713,CARD I LOVE LONDON ,12,0.42,5.04,17897,United Kingdom,False,2010-12-01 12:31:00,12,Wednesday,False,0.34,Normal
536488,20878,SET/9 CHRISTMAS T-LIGHTS SCENTED ,2,1.25,2.5,17897,United Kingdom,False,2010-12-01 12:31:00,12,Wednesday,False,0.27,Normal
536500,21488,RED WHITE SCARF  HOT WATER BOTTLE,2,3.95,7.9,17377,United Kingdom,False,2010-12-01 12:35:00,12,Wednesday,False,0.27,Normal
536500,21754,HOME BUILDING BLOCK WORD,6,5.95,35.7,17377,United Kingdom,False,2010-12-01 12:35:00,12,Wednesday,False,0.29,Normal
536500,21755,LOVE BUILDING BLOCK WORD,6,5.95,35.7,17377,United Kingdom,False,2010-12-01 12:35:00,12,Wednesday,False,0.29,Normal
536500,21035,SET/2 RED RETROSPOT TEA TOWELS ,3,2.95,8.850000000000001,17377,United Kingdom,False,2010-12-01 12:35:00,12,Wednesday,False,0.26,Normal
536500,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,3,2.95,8.850000000000001,17377,United Kingdom,False,2010-12-01 12:35:00,12,Wednesday,False,0.26,Normal
536500,22900, SET 2 TEA TOWELS I LOVE LONDON ,7,2.95,20.650000000000002,17377,United Kingdom,False,2010-12-01 12:35:00,12,Wednesday,False,0.264,Normal
536500,84029E,RED WOOLLY HOTTIE WHITE HEART.,2,3.75,7.5,17377,United Kingdom,False,2010-12-01 12:35:00,12,Wednesday,False,0.267,Normal
536500,46000M,POLYESTER FILLER PAD 45x45cm,10,1.55,15.5,17377,United Kingdom,False,2010-12-01 12:35:00,12,Wednesday,False,0.269,Normal
536500,22024,RAINY LADIES BIRTHDAY CARD,12,0.42,5.04,17377,United Kingdom,False,2010-12-01 12:35:00,12,Wednesday,False,0.34,Normal
536500,22983,CARD BILLBOARD FONT,12,0.42,5.04,17377,United Kingdom,False,2010-12-01 12:35:00,12,Wednesday,False,0.34,Normal
536500,22712,CARD DOLLY GIRL ,12,0.42,5.04,17377,United Kingdom,False,2010-12-01 12:35:00,12,Wednesday,False,0.34,Normal
536500,22616,PACK OF 12 LONDON TISSUES ,12,0.29,3.4799999999999995,17377,United Kingdom,False,2010-12-01 12:35:00,12,Wednesday,False,0.341,Normal
536500,22630,DOLLY GIRL LUNCH BOX,2,1.95,3.9,17377,United Kingdom,False,2010-12-01 12:35:00,12,Wednesday,False,0.27,Normal
536500,21622,VINTAGE UNION JACK CUSHION COVER,10,4.95,49.5,17377,United Kingdom,False,2010-12-01 12:35:00,12,Wednesday,False,0.299,Normal
536500,22113,GREY HEART HOT WATER BOTTLE,3,3.75,11.25,17377,United Kingdom,False,2010-12-01 12:35:00,12,Wednesday,False,0.265,Normal
536502,22423,REGENCY CAKESTAND 3 TIER,2,12.75,25.5,16552,United Kingdom,False,2010-12-01 12:36:00,12,Wednesday,False,0.39,Normal
536502,84879,ASSORTED COLOUR BIRD ORNAMENT,16,1.69,27.04,16552,United Kingdom,False,2010-12-01 12:36:00,12,Wednesday,False,0.3,Normal
536502,22784,LANTERN CREAM GAZEBO ,3,4.95,14.850000000000001,16552,United Kingdom,False,2010-12-01 12:36:00,12,Wednesday,False,0.271,Normal
536502,21441,BLUE BIRDHOUSE DECORATION,12,0.85,10.2,16552,United Kingdom,False,2010-12-01 12:36:00,12,Wednesday,False,0.294,Normal
536502,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2.95,17.700000000000003,16552,United Kingdom,False,2010-12-01 12:36:00,12,Wednesday,False,0.26,Normal
536508,21326,AGED GLASS SILVER T-LIGHT HOLDER,144,0.55,79.2,17181,United Kingdom,False,2010-12-01 12:38:00,12,Wednesday,True,0.573,Statistical Outlier
C536506,22960,JAM MAKING SET WITH JARS,-6,4.25,-25.5,17897,United Kingdom,True,2010-12-01 12:38:00,12,Wednesday,False,0.316,Normal
536508,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,72,1.06,76.32000000000001,17181,United Kingdom,False,2010-12-01 12:38:00,12,Wednesday,True,0.56,Statistical Outlier
536514,22865,HAND WARMER OWL DESIGN,36,2.1,75.60000000000001,17951,United Kingdom,False,2010-12-01 12:40:00,12,Wednesday,False,0.457,Normal
536514,22485,SET OF 2 WOODEN MARKET CRATES,4,12.75,51.0,17951,United Kingdom,False,2010-12-01 12:40:00,12,Wednesday,False,0.403,Normal
536514,22807,SET OF 6 T-LIGHTS TOADSTOOLS,6,2.95,17.700000000000003,17951,United Kingdom,False,2010-12-01 12:40:00,12,Wednesday,False,0.26,Normal
